STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
72,021,030101,5275,+18.410037,-066.143867
72,021,030103,3940,+18.397172,-066.130435
72,021,030104,3895,+18.381630,-066.127746
72,021,030105,2607,+18.391925,-066.131647
72,021,030200,3197,+18.389547,-066.141806
72,021,030300,4281,+18.397731,-066.150891
72,021,030700,1252,+18.393871,-066.164741
72,021,030800,1096,+18.387487,-066.170261
72,021,030901,1703,+18.397515,-066.171619
72,021,030902,2106,+18.396572,-066.177734
72,021,030903,1449,+18.392377,-066.171644
72,021,030904,2042,+18.388911,-066.176583
72,021,031004,2369,+18.404044,-066.172718
72,021,031005,2847,+18.402098,-066.164616
72,021,031011,3537,+18.422364,-066.167635
72,021,031021,3056,+18.413031,-066.171025
72,021,031023,3507,+18.390997,-066.188125
72,021,031031,4054,+18.415730,-066.160059
72,021,031032,2179,+18.413969,-066.191466
72,021,031033,3878,+18.412794,-066.182017
72,021,031034,3350,+18.399391,-066.186481
72,021,031035,3691,+18.398329,-066.192308
72,021,031101,2284,+18.372934,-066.183676
72,021,031113,3360,+18.366792,-066.195955
72,021,031114,3290,+18.375863,-066.191721
72,021,031121,3676,+18.352178,-066.192120
72,021,031122,2855,+18.369778,-066.192054
72,021,031123,2631,+18.347324,-066.196847
72,021,031124,1745,+18.383260,-066.193824
72,021,031125,2741,+18.385404,-066.185491
72,021,031201,2790,+18.382454,-066.176182
72,021,031202,1630,+18.381730,-066.180514
72,021,031203,1848,+18.378177,-066.182994
72,021,031301,5562,+18.343784,-066.185869
72,021,031304,2407,+18.343219,-066.174356
72,021,031305,4291,+18.360650,-066.172116
72,021,031306,3385,+18.359385,-066.182692
72,021,031307,2096,+18.367288,-066.180645
72,021,031401,2322,+18.378613,-066.164892
72,021,031402,2662,+18.376936,-066.170801
72,021,031403,2640,+18.369781,-066.170181
72,021,031501,2449,+18.389481,-066.157378
72,021,031502,1749,+18.390320,-066.163500
72,021,031503,1784,+18.384362,-066.163700
72,021,031611,2271,+18.378619,-066.148308
72,021,031612,4596,+18.367740,-066.155208
72,021,031621,2253,+18.384768,-066.147676
72,021,031622,2450,+18.371969,-066.162199
72,021,031631,2085,+18.386685,-066.152740
72,021,031632,1951,+18.365447,-066.161817
72,021,031641,2244,+18.377836,-066.157670
72,021,031651,2376,+18.372886,-066.151401
72,021,031701,3564,+18.363428,-066.145237
72,021,031702,4104,+18.358082,-066.159332
72,021,031703,3540,+18.347534,-066.164851
72,021,031704,5184,+18.347741,-066.151589
72,021,031800,5612,+18.333589,-066.143603
72,021,031900,5246,+18.319599,-066.163220
72,021,032000,1611,+18.296105,-066.154448
72,021,032100,2620,+18.282157,-066.194943
72,021,032200,2521,+18.304837,-066.189321
72,021,032301,2995,+18.333338,-066.197520
72,021,032302,2456,+18.325322,-066.184898
72,023,830101,4642,+18.054959,-067.131385
72,023,830102,4709,+18.081720,-067.124225
72,023,830201,3966,+18.123412,-067.170359
72,023,830202,3304,+18.122425,-067.154419
72,023,830300,4336,+18.084421,-067.154626
72,023,830400,4268,+18.085690,-067.141854
72,023,830502,3646,+18.056375,-067.171053
72,023,830503,5755,+18.088686,-067.176484
72,023,830504,3024,+18.080571,-067.188065
72,023,830605,2897,+18.032094,-067.159659
72,023,830606,1723,+17.990265,-067.186420
72,023,830607,3478,+18.016472,-067.138604
72,023,830608,1399,+17.972035,-067.185092
72,023,980000,11,+17.968278,-067.187724
72,023,990000,0,+18.008872,-067.209883
72,025,200100,6434,+18.289298,-066.036000
72,025,200200,4634,+18.281053,-066.053559
72,025,200302,6668,+18.260904,-066.041729
72,025,200304,5988,+18.251662,-066.059372
72,025,200305,6428,+18.236025,-066.056776
72,025,200306,4094,+18.240042,-066.070755
72,025,200400,2740,+18.253354,-066.039843
72,025,200500,4869,+18.247622,-066.030520
72,025,200600,3329,+18.241962,-066.023439
72,025,200700,3563,+18.235529,-066.013586
72,025,200800,2590,+18.232154,-066.018087
72,025,200900,1449,+18.234959,-066.024772
72,025,201000,2209,+18.232811,-066.033306
72,025,201200,2988,+18.229306,-066.041348
72,025,201300,2380,+18.229398,-066.048060
72,025,201400,2067,+18.224284,-066.050907
72,025,201500,2251,+18.221815,-066.043783
72,025,201600,1954,+18.227047,-066.032982
72,025,201700,1888,+18.231061,-066.025644
72,025,201800,2994,+18.218811,-066.036059
72,025,201900,1085,+18.213515,-066.037372
72,025,202000,3077,+18.212326,-066.045697
72,025,202100,3028,+18.209862,-066.055839
72,025,202200,1474,+18.215478,-066.053007
72,025,202300,3080,+18.220414,-066.055792
72,025,202402,5813,+18.220222,-066.062340
72,025,202403,3732,+18.215684,-066.082811
72,025,202404,4817,+18.203738,-066.102262
72,025,202500,4133,+18.201804,-066.051382
72,025,202601,5198,+18.216016,-066.010587
72,025,202602,7080,+18.207612,-066.016251
72,025,202701,5163,+18.167182,-066.052411
72,025,202702,4611,+18.161196,-066.037515
72,025,202800,3436,+18.178676,-066.083835
72,027,320100,2320,+18.484518,-066.848125
72,027,320200,6816,+18.479188,-066.876485
72,027,320300,7569,+18.449837,-066.876671
72,027,320401,4024,+18.471271,-066.846914
72,027,320402,3421,+18.452111,-066.850091
72,027,320500,4279,+18.405724,-066.864392
72,027,320600,4398,+18.367803,-066.851761
72,027,990000,0,+18.517345,-066.869415
72,029,100101,3155,+18.393074,-065.880778
72,029,100103,2611,+18.390067,-065.883194
72,029,100104,4122,+18.396088,-065.892710
72,029,100200,1952,+18.378323,-065.898781
72,029,100400,5681,+18.395191,-065.920244
72,029,100502,2977,+18.372096,-065.913700
72,029,100503,6102,+18.368802,-065.894993
72,029,100504,3589,+18.358388,-065.889340
72,029,100601,3094,+18.323782,-065.877420
72,029,100602,2992,+18.335192,-065.896042
72,029,100700,4495,+18.282578,-065.894809
72,029,100800,1567,+18.274606,-065.870590
72,031,050105,2665,+18.426614,-066.006520
72,031,050106,1385,+18.443538,-066.019798
72,031,050107,1963,+18.446141,-066.031537
72,031,050110,3092,+18.429559,-066.006726
72,031,050111,1125,+18.445442,-066.007077
72,031,050112,1242,+18.442087,-066.031250
72,031,050113,3441,+18.435405,-066.018536
72,031,050211,3283,+18.430093,-065.973990
72,031,050212,3941,+18.413449,-065.971156
72,031,050221,4773,+18.428510,-065.983174
72,031,050222,3827,+18.409804,-065.978081
72,031,050231,2461,+18.422160,-065.981040
72,031,050232,4527,+18.398506,-065.975272
72,031,050241,4318,+18.423640,-065.974031
72,031,050242,4280,+18.402786,-065.972524
72,031,050302,2959,+18.400338,-065.985435
72,031,050311,2645,+18.414632,-065.989323
72,031,050321,3998,+18.415054,-066.000346
72,031,050331,1646,+18.411530,-065.995982
72,031,050341,3413,+18.408249,-065.989831
72,031,050403,4940,+18.385851,-065.988696
72,031,050404,2978,+18.392525,-065.997844
72,031,050405,5435,+18.388864,-065.998397
72,031,050503,4752,+18.376289,-065.986024
72,031,050504,6592,+18.366091,-065.982466
72,031,050505,2550,+18.380288,-065.969892
72,031,050506,4026,+18.378795,-065.977971
72,031,050600,5425,+18.385789,-065.962668
72,031,050700,1275,+18.382539,-065.956919
72,031,050803,3573,+18.391754,-065.955233
72,031,050811,3751,+18.418036,-065.957703
72,031,050812,3456,+18.397056,-065.959362
72,031,050821,4012,+18.411225,-065.960332
72,031,050822,3063,+18.400853,-065.963692
72,031,050831,4085,+18.401543,-065.953919
72,031,050841,2610,+18.387826,-065.952023
72,031,050901,5380,+18.348626,-065.959488
72,031,050902,5772,+18.369695,-065.940688
72,031,051001,4428,+18.296194,-065.924718
72,031,051002,3117,+18.321583,-065.927393
72,031,051102,4167,+18.350645,-065.931723
72,031,051103,4849,+18.366297,-065.923718
72,031,051104,3579,+18.371758,-065.927938
72,031,980003,16,+18.439144,-065.998806
72,031,990000,0,+18.480322,-066.013659
72,033,020200,3218,+18.439144,-066.119505
72,033,020302,1793,+18.436732,-066.131903
72,033,020422,2205,+18.436939,-066.147087
72,033,020423,3539,+18.448032,-066.141282
72,033,020425,2123,+18.433073,-066.150501
72,033,020426,1807,+18.435979,-066.128286
72,033,020428,4995,+18.430064,-066.141811
72,033,020500,3426,+18.434449,-066.164140
72,033,980001,3,+18.457505,-066.141992
72,033,980002,0,+18.428491,-066.157686
72,033,980003,0,+18.429522,-066.156633
72,033,980004,0,+18.442399,-066.152800
72,033,980005,35,+18.444613,-066.148819
72,033,980006,5,+18.439987,-066.135499
72,033,980007,6,+18.430801,-066.130410
72,033,990201,0,+18.452490,-066.124739
72,035,260100,8782,+18.135790,-066.102330
72,035,260201,3117,+18.133195,-066.144047
72,035,260202,3906,+18.126513,-066.154003
72,035,260300,3821,+18.123448,-066.173954
72,035,260400,4143,+18.116794,-066.197448
72,035,260500,3716,+18.113338,-066.174407
72,035,260600,2633,+18.107662,-066.165106
72,035,260700,1995,+18.112914,-066.159614
72,035,260800,2509,+18.117074,-066.148314
72,035,260901,3482,+18.115095,-066.135445
72,035,260902,3548,+18.082010,-066.166221
72,037,160201,4484,+18.271664,-065.644949
72,037,160202,2999,+18.268259,-065.668954
72,037,160400,3824,+18.248357,-065.659641
72,037,990000,0,+18.273749,-065.530894
72,039,955600,4581,+18.338684,-066.503101
72,039,955700,3286,+18.336101,-066.469428
72,039,955800,5023,+18.301343,-066.476779
72,039,955900,4094,+18.287871,-066.523268
72,041,240101,5143,+18.194440,-066.118860
72,041,240102,3995,+18.179055,-066.113286
72,041,240201,4239,+18.175872,-066.191903
72,041,240202,4300,+18.198060,-066.165327
72,041,240300,1901,+18.183916,-066.152194
72,041,240401,4646,+18.159917,-066.139641
72,041,240402,3332,+18.156516,-066.116006
72,041,240500,3407,+18.171812,-066.158159
72,041,240601,4776,+18.150028,-066.190606
72,041,240602,4231,+18.152557,-066.161968
72,043,953900,2759,+18.147277,-066.344053
72,043,954000,3129,+18.110182,-066.398253
72,043,954100,1656,+18.082036,-066.361834
72,043,954200,5023,+18.075722,-066.371555
72,043,954300,1736,+18.076687,-066.358163
72,043,954400,1669,+18.083064,-066.346838
72,043,954500,7331,+18.083525,-066.325065
72,043,954600,4255,+18.038890,-066.350948
72,043,954700,7110,+18.058792,-066.393799
72,045,951700,4725,+18.251330,-066.214325
72,045,951800,5211,+18.227442,-066.249504
72,045,951900,2232,+18.218972,-066.228479
72,045,952000,1989,+18.218236,-066.224803
72,045,952100,4726,+18.209339,-066.202318
72,047,530100,3304,+18.352139,-066.313585
72,047,530200,5519,+18.338611,-066.338441
72,047,530300,3770,+18.339260,-066.315713
72,047,530400,7151,+18.322199,-066.296035
72,047,530500,7600,+18.311660,-066.334121
72,047,530600,7227,+18.270993,-066.333803
72,049,950500,1792,+18.311911,-065.301885
72,049,990501,0,+18.372610,-065.360449
72,051,540100,2541,+18.473510,-066.264307
72,051,540200,4293,+18.469369,-066.274828
72,051,540300,1813,+18.458615,-066.265353
72,051,540401,3130,+18.444375,-066.274360
72,051,540402,5770,+18.458065,-066.288201
72,051,540500,7875,+18.441213,-066.297746
72,051,540600,4887,+18.415216,-066.289243
72,051,540700,5570,+18.397037,-066.283527
72,051,990021,0,+18.500756,-066.248795
72,053,150102,2342,+18.346933,-065.654814
72,053,150105,2767,+18.347297,-065.653744
72,053,150106,1088,+18.366077,-065.628689
72,053,150200,4807,+18.338505,-065.665601
72,053,150301,3357,+18.334936,-065.650757
72,053,150302,1997,+18.328328,-065.656010
72,053,150400,3676,+18.334248,-065.638003
72,053,150500,4005,+18.319052,-065.666863
72,053,150601,2403,+18.303542,-065.642276
72,053,150602,5682,+18.298685,-065.673056
72,053,990103,0,+18.401228,-065.572933
72,054,580100,5522,+18.381586,-066.563066
72,054,580200,6170,+18.356629,-066.563080
72,055,960900,4097,+18.009930,-066.896651
72,055,961000,2148,+17.991638,-066.927387
72,055,961100,2207,+17.981329,-066.887388
72,055,961200,906,+17.968336,-066.905763
72,055,961300,1249,+17.972648,-066.909416
72,055,961400,1032,+17.969333,-066.934077
72,055,961500,2148,+17.959946,-066.944917
72,055,990000,0,+17.910063,-066.924767
72,057,270100,4565,+18.027106,-066.106380
72,057,270201,5164,+17.960033,-066.132016
72,057,270202,3895,+17.982099,-066.163860
72,057,270300,5104,+17.985869,-066.085204
72,057,270400,1681,+17.985957,-066.113076
72,057,270500,4708,+17.977614,-066.099308
72,057,270600,2638,+17.980368,-066.114259
72,057,270700,2789,+17.960316,-066.167759
72,057,270800,6070,+17.970873,-066.120516
72,057,992600,0,+17.914883,-066.134127
72,059,740101,2326,+18.073649,-066.781105
72,059,740102,3643,+18.050030,-066.802891
72,059,740200,4376,+18.031039,-066.781314
72,059,740300,2780,+18.023704,-066.791315
72,059,740400,4659,+18.005750,-066.803307
72,059,990001,0,+17.934481,-066.809980
72,061,040101,1661,+18.433889,-066.113364
72,061,040102,1755,+18.435004,-066.118373
72,061,040103,1602,+18.431196,-066.118329
72,061,040200,5139,+18.409398,-066.116646
72,061,040301,1758,+18.405579,-066.099031
72,061,040302,2418,+18.405468,-066.102980
72,061,040303,2196,+18.403511,-066.110707
72,061,040304,5395,+18.393828,-066.119090
72,061,040411,4544,+18.385032,-066.112619
72,061,040412,1654,+18.369713,-066.095560
72,061,040422,2634,+18.374975,-066.098147
72,061,040432,2332,+18.376755,-066.105116
72,061,040442,3295,+18.367999,-066.104667
72,061,040443,5476,+18.375080,-066.114562
72,061,040444,3142,+18.376143,-066.128805
72,061,040445,3199,+18.356425,-066.103907
72,061,040446,3785,+18.359297,-066.095301
72,061,040500,3439,+18.358566,-066.112675
72,061,040601,3846,+18.343902,-066.107567
72,061,040603,3696,+18.359953,-066.122904
72,061,040604,4120,+18.366467,-066.126843
72,061,040701,2935,+18.334158,-066.119377
72,061,040702,5957,+18.350472,-066.127883
72,061,040800,3385,+18.314799,-066.134177
72,061,040900,3876,+18.307426,-066.118151
72,061,041000,2241,+18.323653,-066.093008
72,061,041100,4300,+18.298744,-066.098507
72,063,210100,3768,+18.292306,-065.992677
72,063,210201,2804,+18.274894,-065.974522
72,063,210203,4131,+18.267883,-065.963015
72,063,210204,4476,+18.263963,-065.942605
72,063,210300,1591,+18.253662,-065.972686
72,063,210400,3292,+18.254728,-065.978594
72,063,210503,2674,+18.253435,-065.961534
72,063,210504,6855,+18.237846,-065.980338
72,063,210505,3982,+18.255253,-066.002921
72,063,210506,2974,+18.219311,-065.999117
72,063,210507,4075,+18.228441,-066.004913
72,065,310100,7421,+18.480528,-066.788180
72,065,310200,4463,+18.481737,-066.823906
72,065,310300,5857,+18.466231,-066.813076
72,065,310400,8023,+18.444835,-066.791700
72,065,310500,6988,+18.414525,-066.785491
72,065,310600,5734,+18.357947,-066.796910
72,065,990016,0,+18.517937,-066.800766
72,067,820101,4500,+18.139339,-067.102518
72,067,820102,2787,+18.148629,-067.123434
72,067,820300,4455,+18.133070,-067.119181
72,067,820400,1655,+18.142817,-067.137274
72,067,820500,2257,+18.150455,-067.145444
72,069,180100,3534,+18.162476,-065.756698
72,069,180201,2700,+18.164281,-065.795422
72,069,180202,5411,+18.187913,-065.811828
72,069,180301,2348,+18.165750,-065.850623
72,069,180302,4487,+18.133934,-065.858305
72,069,180400,4026,+18.162619,-065.828813
72,069,180500,5135,+18.144981,-065.799980
72,069,180600,4281,+18.152039,-065.826452
72,069,180700,3650,+18.143015,-065.831213
72,069,180800,4796,+18.113204,-065.832581
72,069,180901,4421,+18.118844,-065.802074
72,069,180903,3382,+18.087916,-065.804176
72,069,180904,2725,+18.096654,-065.821823
72,069,991800,0,+18.110845,-065.747279
72,071,410100,5724,+18.478523,-066.989235
72,071,410200,2588,+18.500794,-067.013469
72,071,410300,2349,+18.503543,-067.026833
72,071,410401,3505,+18.503772,-067.067936
72,071,410403,4875,+18.492154,-067.047914
72,071,410404,2868,+18.483102,-067.033224
72,071,410500,5849,+18.488668,-067.018638
72,071,410600,5295,+18.424754,-066.971086
72,071,410701,2469,+18.461418,-067.034039
72,071,410703,3881,+18.443151,-067.024576
72,071,410704,3540,+18.454122,-067.011719
72,071,990000,0,+18.534739,-067.027684
72,073,956200,6078,+18.198391,-066.599914
72,073,956304,4838,+18.235758,-066.581654
72,073,956305,3863,+18.221371,-066.598888
72,075,710102,4549,+18.043543,-066.459717
72,075,710200,4414,+18.076966,-066.492964
72,075,710301,5212,+18.032813,-066.493588
72,075,710302,4528,+18.049982,-066.487931
72,075,710400,1918,+18.049239,-066.500123
72,075,710500,1237,+18.048820,-066.508301
72,075,710600,1863,+18.057409,-066.506354
72,075,710700,1684,+18.105297,-066.539185
72,075,710800,5456,+18.057025,-066.530421
72,075,710901,4619,+18.030639,-066.534746
72,075,710902,7708,+18.012936,-066.508411
72,075,711002,3350,+17.991345,-066.501062
72,075,990001,0,+17.922252,-066.483528
72,077,500100,7487,+18.247143,-065.898629
72,077,500200,5337,+18.236315,-065.931525
72,077,500302,7126,+18.214975,-065.907458
72,077,500303,3828,+18.221951,-065.893002
72,077,500304,3412,+18.223247,-065.908915
72,077,500401,5760,+18.221291,-065.935367
72,077,500402,4062,+18.186471,-065.922576
72,079,850101,2230,+18.004485,-066.987646
72,079,850102,6809,+18.045016,-067.019168
72,079,850200,4423,+18.045737,-067.059915
72,079,850300,4863,+18.048680,-067.079571
72,079,850400,5009,+18.000813,-067.068195
72,079,991100,0,+17.919888,-067.051558
72,081,957700,4550,+18.317947,-066.845674
72,081,957800,7118,+18.331946,-066.876435
72,081,957900,3734,+18.291802,-066.895028
72,081,958001,3403,+18.295654,-066.888141
72,081,958100,1678,+18.293861,-066.877838
72,081,958200,3191,+18.274078,-066.850513
72,081,958300,2441,+18.249837,-066.879998
72,081,958400,1990,+18.189725,-066.847448
72,083,959700,2269,+18.228995,-066.948828
72,083,959800,1443,+18.259623,-066.988703
72,083,959900,5162,+18.243005,-067.014175
72,085,190101,6510,+18.222458,-065.849478
72,085,190103,4112,+18.189567,-065.862720
72,085,190104,5053,+18.190239,-065.882923
72,085,190201,3719,+18.175501,-065.861060
72,085,190202,2826,+18.171110,-065.874332
72,085,190302,4621,+18.140064,-065.895385
72,085,190303,5574,+18.164764,-065.880397
72,085,190304,2765,+18.165062,-065.898014
72,087,110101,2171,+18.426498,-065.835585
72,087,110102,1836,+18.418161,-065.843760
72,087,110200,1852,+18.427653,-065.843918
72,087,110301,3184,+18.431444,-065.857790
72,087,110302,3601,+18.426080,-065.866494
72,087,110303,2373,+18.388260,-065.870745
72,087,110304,3358,+18.384127,-065.869264
72,087,110400,2177,+18.429644,-065.877963
72,087,110500,1054,+18.429488,-065.882823
72,087,110600,2087,+18.446599,-065.951915
72,087,990000,0,+18.475038,-065.903280
72,089,140101,3373,+18.355501,-065.706512
72,089,140102,3099,+18.335331,-065.717101
72,089,140201,2482,+18.376807,-065.716947
72,089,140202,3990,+18.371554,-065.725479
72,089,140300,4837,+18.366269,-065.740457
72,089,990001,0,+18.403729,-065.694768
72,091,570100,5996,+18.444613,-066.464485
72,091,570201,5642,+18.454269,-066.490246
72,091,570202,4018,+18.451251,-066.505914
72,091,570300,2837,+18.427264,-066.489390
72,091,570400,3148,+18.428385,-066.479996
72,091,570500,4434,+18.431182,-066.455599
72,091,570600,2786,+18.420848,-066.482683
72,091,570700,4046,+18.394762,-066.522339
72,091,570800,6585,+18.397549,-066.471181
72,091,990025,0,+18.506098,-066.482666
72,093,960100,3160,+18.171772,-066.939689
72,093,960200,1595,+18.185622,-066.985710
72,095,951400,6572,+18.008022,-065.893860
72,095,951500,2375,+18.020230,-065.939474
72,095,951600,1642,+18.005649,-065.897726
72,095,990000,0,+17.971395,-065.860776
72,097,080100,874,+18.204093,-067.136459
72,097,080200,985,+18.212318,-067.150194
72,097,080300,1768,+18.212075,-067.154135
72,097,080600,1346,+18.203195,-067.141916
72,097,080800,2496,+18.201540,-067.129020
72,097,080900,1098,+18.197729,-067.132398
72,097,081200,4499,+18.196076,-067.149849
72,097,081300,2049,+18.191054,-067.139976
72,097,081501,3765,+18.226651,-067.143805
72,097,081522,3547,+18.233917,-067.153475
72,097,081523,3040,+18.228844,-067.165713
72,097,081524,2009,+18.248258,-067.173907
72,097,081601,4378,+18.234477,-067.108133
72,097,081602,3506,+18.219855,-067.079354
72,097,081700,2717,+18.217382,-067.129550
72,097,081800,3452,+18.199233,-067.100424
72,097,081900,4874,+18.183351,-067.072872
72,097,082001,5219,+18.169896,-067.151064
72,097,082012,4820,+18.166700,-067.135302
72,097,082022,3551,+18.182254,-067.123825
72,097,082102,3290,+18.182840,-067.155043
72,097,082103,4082,+18.178671,-067.144606
72,097,082104,2364,+18.182521,-067.138535
72,097,082200,1598,+18.197099,-067.139694
72,097,082300,1750,+18.202198,-067.148332
72,097,990000,0,+18.164125,-067.893333
72,099,420100,6402,+18.424640,-067.074972
72,099,420200,6639,+18.391254,-067.115295
72,099,420302,4141,+18.392717,-067.093120
72,099,420303,3090,+18.390862,-067.071282
72,099,420304,2501,+18.382050,-067.043557
72,099,420401,3877,+18.364325,-067.056095
72,099,420402,4597,+18.337181,-067.063534
72,099,420500,6213,+18.354078,-067.107648
72,101,955201,4251,+18.322029,-066.385591
72,101,955202,5377,+18.343939,-066.400201
72,101,955301,4513,+18.355346,-066.445428
72,101,955302,3371,+18.349310,-066.425490
72,101,955401,6128,+18.299864,-066.421665
72,101,955402,3140,+18.310998,-066.399592
72,101,955500,1947,+18.324846,-066.405669
72,103,170100,4883,+18.234761,-065.739557
72,103,170200,6623,+18.226585,-065.804987
72,103,170300,5555,+18.209553,-065.702382
72,103,170400,6325,+18.206060,-065.740000
72,103,990013,0,+18.157768,-065.689178
72,105,520100,5209,+18.310687,-066.221021
72,105,520200,5442,+18.318141,-066.261678
72,105,520300,2520,+18.303437,-066.247228
72,105,520400,7717,+18.278721,-066.239742
72,105,520500,8353,+18.274365,-066.274652
72,107,954801,4475,+18.251688,-066.387337
72,107,954802,1912,+18.240290,-066.417498
72,107,954901,3533,+18.203670,-066.474977
72,107,954902,2214,+18.207107,-066.427867
72,107,955001,4552,+18.206508,-066.371760
72,107,955002,2219,+18.215347,-066.401462
72,107,955100,2529,+18.228162,-066.386673
72,109,290100,3542,+18.038187,-066.035815
72,109,290200,5590,+18.009231,-066.015414
72,109,290300,3756,+17.990653,-065.994978
72,109,290400,3097,+17.989701,-065.961012
72,109,990000,0,+17.942803,-065.945734
72,111,730100,4656,+18.067784,-066.708820
72,111,730200,2284,+18.071466,-066.726390
72,111,730300,6057,+18.064159,-066.744615
72,111,730400,2020,+18.061198,-066.725151
72,111,730700,3807,+18.051010,-066.700908
72,111,730800,1575,+18.006241,-066.718221
72,111,990000,0,+17.948071,-066.741077
72,113,070100,4302,+18.021351,-066.640049
72,113,070201,2435,+18.033762,-066.617718
72,113,070202,1094,+18.021625,-066.619827
72,113,070300,2052,+18.020357,-066.611373
72,113,070400,2628,+18.020275,-066.603648
72,113,070502,3647,+18.024206,-066.595002
72,113,070503,3667,+18.012407,-066.598359
72,113,070513,2462,+18.037081,-066.605577
72,113,070514,2390,+18.028159,-066.607298
72,113,070522,3073,+18.028829,-066.602515
72,113,070800,1293,+18.016253,-066.618749
72,113,070900,1789,+18.015914,-066.627372
72,113,071000,1258,+18.012613,-066.623486
72,113,071200,2075,+18.011545,-066.614637
72,113,071300,3354,+18.008588,-066.627479
72,113,071401,2100,+18.005913,-066.633391
72,113,071402,3825,+18.006346,-066.640169
72,113,071500,3044,+18.000072,-066.624624
72,113,071601,2229,+17.988190,-066.625255
72,113,071602,3210,+17.989497,-066.632288
72,113,071700,1567,+18.004260,-066.619935
72,113,071800,1671,+18.007510,-066.609037
72,113,071900,3488,+18.002573,-066.607229
